LAGER LISTA  ;;;;;;;;;;;;;;;;;;;;
Rbr.;MT;NadGrupa;Grupa;Šifra robe;Barcode;KatBroj;Naziv robe;Dob;NazivDob;Polica;Pretinac;JMJ;Stanje;PNBC;VPC;MPC;TD_Sifra;TD_ID;Top;Akt
7578;50;*Bez*;*Bez*;13796;4019064060628;26062;MANŽETNA GOLF  PRI MJENJ. ;;;;;KOM;1,00;13,49;18,94;22,16;;0,00;;D
7579;50;*Bez*;*Bez*;13797;4019064060055;26005;MANŽETNA UZ TOČAK ;;;;;KOM;5,00;7,218;10,26;12,00;;0,00;;D
7645;50;*Bez*;*Bez*;22026;22026;103477;GLAVČINA TOČKA GOLF/CADDY ABS ;;;;;KOM;1,00;22,775;35,89;41,99;;0,00;;D
7661;50;*Bez*;*Bez*;22042;3322937896530;JBJ113;KUGLA GOLF IV A3 OCTAVIA DX ;;;;;KOM;1,00;17,28;27,00;31,59;;0,00;;D
7665;50;*Bez*;*Bez*;20229;4026634109052;15-31692-01;BRTVA DEKLA GOLF ;;;;;KOM;1,00;15,64;23,34;27,31;;0,00;;D
7704;50;*Bez*;*Bez*;17141;100082;100082(21,9X40X8);SEMERING SPOJNIČKE 21,9X40X8 ;;;;;KOM;1,00;3,06;4,71;5,51;;0,00;;D
7811;50;*Bez*;*Bez*;20256;20256;102635;KOČIONO CRIJEVO GOLF ;;;;;KOM;1,00;5,38;7,69;9,00;;0,00;;D
7908;50;*Bez*;*Bez*;17652;2115302;2115302(2303380015);SPONA KRAJNICE W203/W211/W220 LX+DX ;;;;;KOM;2,00;23,885;36,75;43,00;;0,00;;D
7926;50;*Bez*;*Bez*;17708;8435130308061;92-00334;SPONA VOLANA OPEL ASTRA ;;;;;KOM;1,00;13,00;20,00;23,40;;0,00;;D
8061;50;*Bez*;*Bez*;18820;4011558292607;HU938/4X(HU938/3X);FILTERA ULJA BMW E38/E39 3,0-4,0=HU938/3X ;;;;;KOM;1,00;12,50;18,80;22,00;;0,00;;D
8123;50;*Bez*;*Bez*;21455;3165143609828;3397118955(955S);BOSCH METLICE BRISAČA BMW E60/E61 600/575MM ;;;;;KOM;1,00;45,00;46,00;53,82;;0,00;;D
8234;50;*Bez*;*Bez*;20014;4019064002291;20229;MANŽETNA ZGLOBA VITO CDI VANJSKA ;;;;;KOM;1,00;20,43;29,00;33,93;;0,00;;D
8303;50;*Bez*;*Bez*;16044;108200;108200;RAČVA VODE AUDI ;;;;;KOM;1,00;2,99;4,27;5,00;;0,00;;D
8328;50;*Bez*;*Bez*;17220;4041248127483;342.093 85X105X11;SEMERING RADI ZADNJI GOLF 85X105X11 ;;;;;KOM;1,00;9,44;14,53;17,00;;0,00;;D
8332;50;*Bez*;*Bez*;17227;4041248021125;325.155;SEMERING BREGASTE/RADILICE VW ;;;;;KOM;2,00;3,0567;4,70;5,50;;0,00;;D
8349;50;*Bez*;*Bez*;16371;8021787506105;5PK1815;REMEN MICRO 5PK1815 ;;;;;KOM;1,00;15,18;25,00;29,25;;0,00;;D
8413;50;*Bez*;*Bez*;20274;5413978159567;37611;SPONA KRAJ.DUGE GOLF IV,A3,OCTAVIA LX+DX ;;;;;KOM;2,00;13,0267;19,00;22,23;;0,00;;D
8417;50;*Bez*;*Bez*;20278;4005108009623;531007910(55405);ŠPANER ZUPČASTOG REMENA ;;;;;KOM;1,00;17,16;27,19;31,81;;0,00;;D
8419;50;*Bez*;*Bez*;20280;4005108132246;532016010(55700);ŠPANER REME.MERCEDES ;;;;;KOM;2,00;9,6025;14,87;17,40;;0,00;;D
8424;50;*Bez*;*Bez*;20285;7M0411031;7M0411031(108128);GUMICE BAL.ŠTANGE VW SHARAN,GALAXY 95- ;;;;;KOM;4,00;4,00;5,20;6,08;;0,00;;D
8427;50;*Bez*;*Bez*;20288;4011558143800;C27154/1;FILTER ZRAKA GOLF III ;;;;;KOM;1,00;12,00;14,40;16,85;;0,00;;D
8436;50;*Bez*;*Bez*;20297;4011558704209;W719/13;FILTER ULJA ;;;;;KOM;1,00;6,29;10,00;11,70;;0,00;;D
8493;50;*Bez*;*Bez*;11348;1024902;1024902;KRAJNICA GOLF DX ;;;;;KOM;1,00;17,00;20,66;24,17;;0,00;;D
8545;50;*Bez*;*Bez*;17771;OP-501;OP-501(9661);STABIL PRED TRAP OPEL ASTRA G/ZAFIRA 98- ;;;;;KOM;1,00;18,50;24,00;28,08;;0,00;;D
8556;50;*Bez*;*Bez*;17784;2504002;2504002;STABILIZATOR MERC.ACTORS ;;;;;KOM;1,00;16,67;25,64;30,00;;0,00;;D
8594;50;*Bez*;*Bez*;18141;4005108264923;531052430;ŠPAN ROLA PASSAT/A4 1,9TDI ;;;;;KOM;1,00;53,50;74,12;86,72;;0,00;;D
8725;50;*Bez*;*Bez*;19170;108839466;108839466;VILJUŠKA MJENJAČA GOLF III ;;;;;KOM;1,00;7,22;11,11;13,00;;0,00;;D
8837;50;*Bez*;*Bez*;16391;4010858482442;6PK1153;REMEN MICRO CONT 6PK1153 ;;;;;KOM;1,00;15,00;23,08;27,00;;0,00;;D
8890;50;*Bez*;*Bez*;15758;108746755;108746755;POLUGA ŠALTUNGA GOLF IV ;;;;;KOM;1,00;2,50;2,75;3,22;;0,00;;D
8979;50;*Bez*;*Bez*;16425;4010858482374;6PK1045;REMEN MIKRO 6PK1045 CONT. ;;;;;KOM;1,00;15,00;23,08;27,00;;0,00;;D
9107;50;*Bez*;*Bez*;17335;5011987247758;HX7 1/1;SHELL HELIX HX7 10W-40 1/1 ;;;;;KOM;8,00;7,6888;11,11;13,00;;0,00;;D
9120;50;*Bez*;*Bez*;17588;5012759142950;TA1644;SPONA GOLA A4/PASSAT 9/96- LX/DX ;;;;;KOM;1,00;13,76;19,66;23,00;;0,00;;D
9258;50;*Bez*;*Bez*;11318;5012445843765;JTE150;KRAJNICA BMW E30 L+D ;;;;;KOM;1,00;40,00;42,00;49,14;;0,00;;D
9259;50;*Bez*;*Bez*;11319;5012759848821;TA1075;KRAJNICA BMW E30 LX/DX ;;;;;KOM;1,00;11,00;11,55;13,51;;0,00;;D
9262;50;*Bez*;*Bez*;11323;5012445843734;JTE147;KRAJNICA BMW E39 LX ;;;;;KOM;1,00;28,00;29,40;34,40;;0,00;;D
9263;50;*Bez*;*Bez*;11324;3322937464364;JTE1063;KRAJNICA BMW E60 2003- LX+DX ;;;;;KOM;1,00;57,00;57,57;67,36;;0,00;;D
9270;50;*Bez*;*Bez*;11333;FI-107;FI-107;KRAJNICA FIAT PUNTO LX/DX ;;;;;KOM;1,00;10,00;11,00;12,87;;0,00;;D
9411;50;*Bez*;*Bez*;18691;3425900000269;10W40;TOTAL QUARTZ 7000 10W40 1/1 ;;;;;KOM;15,00;7,7156;10,26;12,00;;0,00;;D
9413;50;*Bez*;*Bez*;18693;3425901019260;85508 1/1 5W40;TOTAL 5W-40 1/1 ;;;;;KOM;13,00;9,0841;12,82;15,00;;0,00;;D
9414;50;*Bez*;*Bez*;18694;3425901005560;85509 5W40;TOTAL QUARTZ 9000 5/1 5W40 ;;;;;KOM;2,00;39,515;59,83;70,00;;0,00;;D
9588;50;*Bez*;*Bez*;17347;5011987250673;5W-40 1/1;SHELL HELIX ULTRA 5W-40 1/1 ;;;;;KOM;12,00;10,5208;15,38;17,99;;0,00;;D
9769;50;*Bez*;*Bez*;17601;5413978134564;63530A;SPONA GOLF III SA SERVOM ;;;;;KOM;1,00;13,00;21,69;25,38;;0,00;;D
9852;50;*Bez*;*Bez*;18236;4005108351333;531074510(55462);ŠPANER PASSAT/AUDI A4 1,9TDI ;;;;;KOM;1,00;30,00;40,36;47,22;;0,00;;D
9859;50;*Bez*;*Bez*;18244;4005108132048;531030910(55464);ŠPANER REMENA AUDI, VW ;;;;;KOM;2,00;26,055;39,00;45,63;;0,00;;D
9934;50;*Bez*;*Bez*;20522;5904608048417;PP841/3(WK842/18);FILTER GORIVA SPRINTER 216/316 CDI ;;;;;KOM;1,00;22,00;24,20;28,31;;0,00;;D
9988;50;*Bez*;*Bez*;20688;4019064061656;26165;MANŽETNA ZGLOBA ;;;;;KOM;6,00;11,2963;16,46;19,26;;0,00;;D
10114;50;*Bez*;*Bez*;21280;4011558295202;HU934X;FILTER ULJA MERC W163/W211 400CDI ;;;;;KOM;1,00;13,00;18,80;22,00;;0,00;;D
10153;50;*Bez*;*Bez*;22518;4011558682606;PU825X;FILTER GORIVA VW PASSAT 2,0 TDI 05- ;;;;;KOM;1,00;23,52;30,00;35,10;;0,00;;D
10180;50;*Bez*;*Bez*;23113;4003116206348;5W-40(505.01) 4/1(85803);ARAL HIGH TRONIC 5W-40(505.01)4/1 ;;;;;KOM;2,00;43,33;56,41;66,00;;0,00;;D
10230;50;*Bez*;*Bez*;21710;5413978134397;63483;KUGLA GOLF II/III ;;;;;KOM;4,00;9,7725;14,60;17,08;;0,00;;D
10253;50;*Bez*;*Bez*;21733;4005108091840;531025130(55426);ŠPANER ZUPČASTOG GOLF,AUDI 1,9D/TD/SDI ;;;;;KOM;1,00;38,055;55,13;64,50;;0,00;;D
10269;50;*Bez*;*Bez*;21860;5413978134380;63482;KUGLA GOLF II 17MM ;;;;;KOM;2,00;9,10;14,20;16,61;;0,00;;D
10281;50;*Bez*;*Bez*;21872;GIC172;GIC172;KABLOVI PLOČICA MERC.W203/W220 ;;;;;KOM;4,00;2,8383;4,61;5,39;;0,00;;D
10282;50;*Bez*;*Bez*;21873;4011558293000;HU719/6X;FILTER ULJA ;;;;;KOM;1,00;13,00;18,80;22,00;;0,00;;D
10286;50;*Bez*;*Bez*;21877;5904608006028;OC602(PF1050/1N);FILTER ULJA MERC.W124/W201/W210 OM601-OM603 ;;;;;KOM;2,00;5,9267;8,97;10,49;;0,00;;D
10295;50;*Bez*;*Bez*;21886;4011558729509;W712/52(W712/53);FILTER ULJA VW ;;;;;KOM;1,00;8,86;14,29;16,72;;0,00;;D
10300;50;*Bez*;*Bez*;22666;5055107433751;5W-40 5/1 3000 X1;MOBIL SUPER 3000 X1 5W-40 5/1 ;;;;;KOM;4,00;41,786;59,83;70,00;;0,00;;D
10308;50;*Bez*;*Bez*;23126;5012759205075;LS1622(362218);PAKNE OPEL VECTRA 200X46 ;;;;;KOM;1,00;26,67;41,03;48,01;;0,00;;D
10324;50;*Bez*;*Bez*;23142;4019064022633;22263;MANŽETNA TOČKA MERC.A-KLASA W168 ;;;;;KOM;1,00;14,61;22,22;26,00;;0,00;;D
10371;50;*Bez*;*Bez*;22201;4005108193056;535001010(55467);REMENICA ALT.GOLF IV SDI/TDI AUDI ;;;;;KOM;1,00;38,00;52,32;61,21;;0,00;;D
10424;50;*Bez*;*Bez*;22481;3858888351830;KN60(35183);LANCI ZA SNIJEG KN60 ;;;;;KOM;2,00;25,00;27,35;32,00;;0,00;;D
10460;50;*Bez*;*Bez*;23850;3165144053057;A979S(3397118979);BOSCH METLICE BRISAČA GOLF 5/PASSAT 0/2005- ;;;;;KOM;2,00;26,92;38,46;45,00;;0,00;;D
10480;50;*Bez*;*Bez*;23755;5012759121634;LP1601(GDB1274);DISK PLOČICE PR.POLO 96- ;;;;;KOM;1,00;26,39;40,60;47,50;;0,00;;D
10482;50;*Bez*;*Bez*;23757;5904608000699;AP069(C60345);FILTER ZRAKA MERC. ;;;;;KOM;1,00;17,00;18,70;21,88;;0,00;;D
10612;50;*Bez*;*Bez*;23884;4008177123115;10W-40 A3/B4 1/1;CASTROL MAGNETEC 10W-40 A3/B4 1/1 ;;;;;KOM;3,00;9,5486;11,96;13,99;;0,00;;D
10755;50;*Bez*;*Bez*;21187;8717109036527;36138;DISK PLOČICE AUDI ;;;;;KOM;1,00;18,50;29,00;33,93;;0,00;;D
10770;50;*Bez*;*Bez*;24500;3322937298426;JTS370;STABILIZATOR OPEL ASTRA G/ZAFIRA PR.LX+DX ;;;;;KOM;2,00;15,97;21,87;25,59;;0,00;;D
10797;50;*Bez*;*Bez*;22582;4005108053671;532012210(55415);ŠPANER KLIZAČ GOLF 3,AUDI 1,9D/TDI ;;;;;KOM;1,00;10,89;16,75;19,60;;0,00;;D
10857;50;*Bez*;*Bez*;21757;4011558217006;C2987;FILTER ZRAKA RENAULT KANGOO ;;;;;KOM;1,00;11,00;16,50;19,31;;0,00;;D
10879;50;*Bez*;*Bez*;22357;4010858477851;6PK2260;REMEN MICRO 6PK2260 CONT ;;;;;KOM;1,00;32,775;50,43;59,00;;0,00;;D
10899;50;*Bez*;*Bez*;21911;4011558309206;CU2842;FILTER VENTILACIJE VW/AUDI ;;;;;KOM;1,00;11,00;15,80;18,49;;0,00;;D
10915;50;*Bez*;*Bez*;20111;3322937111572;GDB1205(571877);DISK PLOČICE PREDNJE ;;;;;KOM;1,00;47,16;71,46;83,61;;0,00;;D
10954;50;*Bez*;*Bez*;23762;5904608991553;K1155A(CUK2842);FILTER KLIME VW T-5 04- KARBON ;;;;;KOM;1,00;15,50;17,05;19,95;;0,00;;D
11051;50;*Bez*;*Bez*;20132;5412571005455;5176(1987949023);ZUPČASTI REMEN ;;;;;KOM;2,00;13,265;23,68;27,71;;0,00;;D
11060;50;*Bez*;*Bez*;20141;4019064060376;26037;MANŽETNA VANJSKA VW/AUDI ;;;;;KOM;7,00;8,2871;11,85;13,86;;0,00;;D
11097;50;*Bez*;*Bez*;20916;5012759064375;BG3199(DF4045)SET;KOČIONI DISK PASSAT VENTILIRAJUĆI 10/96- ;;;;;KOM;1,00;95,13;135,90;159,00;;0,00;;D
11149;50;*Bez*;*Bez*;21624;4011558750503;W940/66;FILTER ULJA AUDI ;;;;;KOM;1,00;12,00;16,67;19,50;;0,00;;D
11191;50;*Bez*;*Bez*;20272;37336;37336;KRAJNICA AUDI 100 C4 -07/92 12,6X18 LX ;;;;;KOM;1,00;11,24;16,00;18,72;;0,00;;D
11239;50;*Bez*;*Bez*;21329;104526015;104526015;GUMICA ULJNOG HLADNJAKA 59X5 ;;;;;KOM;4,00;1,3667;2,99;3,50;;0,00;;D
11281;50;*Bez*;*Bez*;20948;20948;100081;SEMERING SPOJNIČKE GOLF MALI ;;;;;KOM;1,00;1,95;3,00;3,51;;0,00;;D
11318;50;*Bez*;*Bez*;23636;4019722283277;2919001(GDB1697);DISK PLOČICE ZD SPRINTER CDI 06- ;;;;;KOM;1,00;73,89;113,68;133,01;;0,00;;D
11322;50;*Bez*;*Bez*;23640;5055181519440;EFF035(WK853/3X);FILTER GORIVA VW GOLF 4/AUDI/ŠKODA SDI/TDI ;;;;;KOM;5,00;8,418;13,15;15,39;;0,00;;D
11329;50;*Bez*;*Bez*;23647;5904608021526;AP152/1(C33189);FILTER ZRAKA OPEL VECTRA C 02- ;;;;;KOM;1,00;9,00;14,52;16,99;;0,00;;D
11337;50;*Bez*;*Bez*;24417;4011558405205;CUK2939;FILTER KABINE GOLF V/AUDI A3 2003- ;;;;;KOM;1,00;17,12;24,50;28,67;;0,00;;D
11378;50;*Bez*;*Bez*;21819;8717109006032;15703;KOČIONI DISK GOLF II 10MM ;;;;;KOM;2,00;13,00;21,00;24,57;;0,00;;D
11379;50;*Bez*;*Bez*;21820;8717109006155;15706;KOČIONI DISK PR.GOLF II,III 12MM ;;;;;KOM;2,00;21,38;33,41;39,09;;0,00;;D
11383;50;*Bez*;*Bez*;21941;622062300;622062300;KVAČILO KOMPLET PASSAT 1,6/1,8-T4 90- ;;;;;KOM;1,00;124,72;134,72;157,62;;0,00;;D
11388;50;*Bez*;*Bez*;21946;5055107433720;10W-40;MOBIL SUPER 2000 X1 10W-40 1/1 ;;;;;KOM;11,00;7,1777;10,26;12,00;;0,00;;D
11402;50;*Bez*;*Bez*;21960;4011558906702;WK512;FILTER GORIVA OPEL,FIAT,LANCIA ;;;;;KOM;1,00;9,97;16,00;18,72;;0,00;;D
11471;50;*Bez*;*Bez*;22260;4008177077098;5W-40 1/1 505.01;CASTROL EDGE TURBO DIESEL 5W40 1/1 ;;;;;KOM;10,00;12,4429;17,09;20,00;;0,00;;D
11472;50;*Bez*;*Bez*;22261;4008177123337;5W-40 C3 1/1;CASTROL MAGNETEC 5W-40 C3 1/1 ;;;;;KOM;3,00;11,7829;16,24;19,00;;0,00;;D
11473;50;*Bez*;*Bez*;22262;5055107433737;10W-40 2000 X1 5/1;MOBIL SUPER 2000 X1 10W-40 5/1 ;;;;;KOM;4,00;33,9817;45,30;53,00;;0,00;;D
11586;50;*Bez*;*Bez*;22104;5414465359477;6PK1043;REMEN MICRO GOLF 1,9D ;;;;;KOM;2,00;11,00;17,09;20,00;;0,00;;D
11625;50;*Bez*;*Bez*;20477;2743601;2743601;GUMA BALANS ŠTANGE MERC W210 96-02 ;;;;;KOM;4,00;4,00;8,00;9,36;;0,00;;D
11643;50;*Bez*;*Bez*;21037;2517102;2517102;KRAJNICA MERC.-203 (C-KL) DX ;;;;;KOM;1,00;36,67;56,41;66,00;;0,00;;D
11664;50;*Bez*;*Bez*;22409;5012759848852;TA1082;SPONA GOLA GOLF II LX/DX BEZ SERVA ;;;;;KOM;2,00;12,78;19,66;23,00;;0,00;;D
11666;50;*Bez*;*Bez*;22411;5012759850794;TA1394;SPONA GOLA GOLF II LX/DX SERVO ;;;;;KOM;2,00;16,11;24,79;29,00;;0,00;;D
11683;50;*Bez*;*Bez*;22428;4011558372705;C2774/3 KIT(C2774/2);FILTER ZRAKA FORD FOCUS 98-,FIESTA 1,8TDI 00- ;;;;;KOM;1,00;12,50;17,50;20,48;;0,00;;D
11726;50;*Bez*;*Bez*;20929;4010858849566;CT867(9473);ZUPČASTI REMEN ;;;;;KOM;2,00;29,995;46,15;54,00;;0,00;;D
11770;50;*Bez*;*Bez*;22437;23222;23222;GUMICA AUSPUHA GOLF ;;;;;KOM;2,00;0,61;0,94;1,10;;0,00;;D
11873;50;*Bez*;*Bez*;21968;4019064035145;23514;MANŽETNA MJENJAČA ;;;;;KOM;3,00;15,56;23,93;28,00;;0,00;;D
11874;50;*Bez*;*Bez*;21969;4019064061014;26101;MANŽETNA MJENJAČA GOLF III,PASSAT DX ;;;;;KOM;2,00;14,68;20,97;24,53;;0,00;;D
11878;50;*Bez*;*Bez*;21973;8717109040906;36539(571315);DISK PLOČICE PR.GOLF II 17,3MM ;;;;;KOM;1,00;13,18;20,60;24,10;;0,00;;D
11885;50;*Bez*;*Bez*;21124;FO-125K;FO-125K;KUGLA FORD MONDEO LX/DX 2000- ;;;;;KOM;2,00;18,00;20,70;24,22;;0,00;;D
11891;50;*Bez*;*Bez*;21130;21130;64233;KRAJNICA VW T4 -08/94 DX KONUS 14,7MM ;;;;;KOM;1,00;13,50;17,55;20,53;;0,00;;D
11956;50;*Bez*;*Bez*;21852;4005108286208;532033010(55434);ŠPANER GOLF IV A3 OCTAVIA 1,9TDI 96- ;;;;;KOM;2,00;22,72;31,81;37,22;;0,00;;D
11959;50;*Bez*;*Bez*;21855;4005108174758;534001410(55480);ŠPANER VAGA A4/PASSAT 1,9 TDI 2000- ;;;;;KOM;2,00;99,71;154,00;180,18;;0,00;;D
11961;50;*Bez*;*Bez*;21197;5904608000521;AP052(C25118);FILTER ZRAKA ;;;;;KOM;1,00;5,50;8,25;9,65;;0,00;;D
12114;50;*Bez*;*Bez*;24911;5055181512397;EAF056(C31152/1);FILTER ZRAKA GOLF/AUDI 1,9D-TD ;;;;;KOM;2,00;6,79;10,61;12,41;;0,00;;D
12126;50;*Bez*;*Bez*;21974;5413978134229;63433;KRAJNICA GOLF II/III DX ;;;;;KOM;4,00;8,852;13,26;15,51;;0,00;;D
12128;50;*Bez*;*Bez*;21976;8717109157161;8772;PAKNE GOLF II,AUDI FI 180X31 ;;;;;KOM;1,00;12,28;19,19;22,45;;0,00;;D
12169;50;*Bez*;*Bez*;20355;8717109047660;36771(571492);DISK PLOČICE PR.OPEL ;;;;;KOM;1,00;18,41;30,12;35,24;;0,00;;D
12171;50;*Bez*;*Bez*;20357;8717109056761;37156(GDB1307);DISK PLOČICE PR. VW ;;;;;KOM;3,00;24,4533;38,37;44,89;;0,00;;D
12183;50;*Bez*;*Bez*;20369;8717109158540;8871;PAKNE GOLF III/AUDI 80 ;;;;;KOM;2,00;14,575;22,00;25,74;;0,00;;D
12277;50;*Bez*;*Bez*;20195;5414465352805;6PK1053;REMEN MICRO 6PK1053 ;;;;;KOM;1,00;12,6775;20,45;23,93;;0,00;;D
12354;50;*Bez*;*Bez*;24157;5413978162895;5830;KRAJNICA TWINGO/MEGANE 2001- SENIC 99- LX ;;;;;KOM;1,00;10,275;16,00;18,72;;0,00;;D
12355;50;*Bez*;*Bez*;24158;5413978162901;5831;KRAJNICA TWINGO/CLIO/MEGANE DX ;;;;;KOM;1,00;10,43;15,56;18,21;;0,00;;D
12396;50;*Bez*;*Bez*;24924;4011558740108;W66;FILTER ULJA RENO ;;;;;KOM;1,00;9,0767;17,00;19,89;;0,00;;D
12427;50;*Bez*;*Bez*;20382;4011558290009;HU718/1K;FILTER ULJA ;;;;;KOM;4,00;7,0443;11,43;13,37;;0,00;;D
12428;50;*Bez*;*Bez*;20383;4011558269609;HU718/1Z;FILTER ULJA BMW E46 320D,TD 98- ;;;;;KOM;1,00;12,00;16,85;19,71;;0,00;;D
12430;50;*Bez*;*Bez*;20385;4011558292805;HU726/2X;FILTER ULJA ;;;;;KOM;10,00;5,1625;8,50;9,95;;0,00;;D
12431;50;*Bez*;*Bez*;20386;4011558406202;HU727/1X;FILTER ULJA ;;;;;KOM;2,00;6,58;10,22;11,96;;0,00;;D
12496;50;*Bez*;*Bez*;22202;4005108193063;535001210(55472);REMENICA ALT. ;;;;;KOM;2,00;30,48;46,90;54,87;;0,00;;D
12499;50;*Bez*;*Bez*;22205;3322937395330;GDB1620;DISK PLOČICE ZADNJE CITROEN C4 2004-PEŽO 1,4 06- ;;;;;KOM;1,00;49,00;72,00;84,24;;0,00;;D
12536;50;*Bez*;*Bez*;22964;8717109157642;8806;PAKNE MERC.W124/201/202 ;;;;;KOM;2,00;16,255;27,66;32,36;;0,00;;D
12550;50;*Bez*;*Bez*;26919;5055181559545;EAF701(C20106);FILTER ZRAKA CORSA D ;;;;;KOM;1,00;5,80;10,00;11,70;;0,00;;D
12551;50;*Bez*;*Bez*;26920;5055181560251;EKF137(CU2243);FILTER KLIME PUNTO III/CORSA D ;;;;;KOM;1,00;5,70;10,25;11,99;;0,00;;D
12578;50;*Bez*;*Bez*;26826;5055181518443;EOF092(HU718/1Z);FILTER ULJA BMW W46 320D TD 98- ;;;;;KOM;1,00;4,75;7,85;9,18;;0,00;;D
12596;50;*Bez*;*Bez*;22681;4014870000486;713610030;LEŽAJ PREDNJEG TOČKA AUDI A4/A6 ;;;;;KOM;1,00;41,765;63,00;73,71;;0,00;;D
12608;50;*Bez*;*Bez*;22693;8717109159226;8921(362220);PAKNE ZD.AUDI/PASSAT ;;;;;KOM;1,00;17,43;30,07;35,18;;0,00;;D
12610;50;*Bez*;*Bez*;22695;4011558352400;C12133;FILTER ZRAKA MERC.W203 200CDI OM646 07/2003- ;;;;;KOM;1,00;20,67;32,10;37,56;;0,00;;D
12612;50;*Bez*;*Bez*;22697;3322936408239;GDB823(571361);DISK PLOČICE ZADNJE VW ;;;;;KOM;1,00;22,03;30,84;36,08;;0,00;;D
12626;50;*Bez*;*Bez*;22217;4011558292706;HU715/4X(HU715/3X);FILTER ULJA BMW E36/34 95- =HU715/3X ;;;;;KOM;1,00;10,18;16,00;18,72;;0,00;;D
12667;50;*Bez*;*Bez*;22980;5414465355721;6PK1660;REMEN MIKRO GOLF IV ;;;;;KOM;1,00;13,25;21,38;25,01;;0,00;;D
12685;50;*Bez*;*Bez*;22998;4005108193100;535000110(55471);REMENICA ALTERNATORA SA KVAČILOM ;;;;;KOM;1,00;33,00;55,55;64,99;;0,00;;D
12694;50;*Bez*;*Bez*;23729;5413978122820;49334;KRAJNICA MERC.W201 VANJSKA LX NAVOJ ;;;;;KOM;1,00;8,45;12,87;15,06;;0,00;;D
12725;50;*Bez*;*Bez*;25096;5055181515909;EAF417(C38145)LX752;FILTER ZRAKA MERC.W203 OM611/OM612 W210 OM613 ;;;;;KOM;2,00;8,25;12,60;14,74;;0,00;;D
12727;50;*Bez*;*Bez*;25098;5055181519112;EFF001(P917X)KX23;FILTER GORIVA VW/OPEL/FIAT/FORD/RADNI STROJ ;;;;;KOM;1,00;4,48;7,00;8,19;;0,00;;D
12728;50;*Bez*;*Bez*;25099;5055181519167;EFF007(WK842/2-WK736);FILTER GORIVA ;;;;;KOM;2,00;5,2671;9,00;10,53;;0,00;;D
12729;50;*Bez*;*Bez*;25100;5055181519198;EFF010(WK512);FILTER GORIVA AUDI/ASTRA/CORSA B/BRAVO ;;;;;KOM;1,00;4,87;8,00;9,36;;0,00;;D
12730;50;*Bez*;*Bez*;25101;5055181561449;EKF244(CU3461);FILTER KLIME ;;;;;KOM;1,00;10,94;17,00;19,89;;0,00;;D
12731;50;*Bez*;*Bez*;25102;5055181517644;EOF030(W940/44)W940/25;FILTER ULJA AUDI/VW ;;;;;KOM;4,00;4,642;7,62;8,92;;0,00;;D
12799;50;*Bez*;*Bez*;23988;5055181517699;EOF036(W719/25-W719/30);FILTER ULJA ;;;;;KOM;3,00;4,5667;8,00;9,36;;0,00;;D
12800;50;*Bez*;*Bez*;23989;5055590818486;EOF265(HU716/2X)EOF206;FILTER ULJA FORD/CITROEN 1,4/1,6HDI/TDCI 2001- ;;;;;KOM;2,00;4,8275;7,50;8,78;;0,00;;D
12812;50;*Bez*;*Bez*;23732;8717109375640;K10001(24.3727-0400.2);SAJLA RUČNE MERC.A-KLASA PREDNJA ;;;;;KOM;1,00;29,50;40,89;47,84;;0,00;;D
12858;50;*Bez*;*Bez*;25786;4014870006297;713667430(5105K);LEŽAJ TOČKA MERC. ;;;;;KOM;1,00;22,00;33,33;39,00;;0,00;;D
12862;50;*Bez*;*Bez*;25678;5055181519174;EFF008(WK842/3)KL43;FILTER GORIVA VW GOLF 2 IZLAZA ;;;;;KOM;2,00;7,6833;11,90;13,92;;0,00;;D
12863;50;*Bez*;*Bez*;25679;5055181519204;EFF011(WK32);FILTER GORIVA PREDFILTER VW AUDI GOLF BENZIN ;;;;;KOM;1,00;1,31;2,05;2,40;;0,00;;D
12864;50;*Bez*;*Bez*;25680;5055181519525;EFF043(WK31/5);FILTER GORIVA ;;;;;KOM;2,00;1,40;2,56;3,00;;0,00;;D
12871;50;*Bez*;*Bez*;25687;5012759161005;TL419;SPONA KOMPLET MERC.W201 ;;;;;KOM;1,00;31,11;47,86;56,00;;0,00;;D
12881;50;*Bez*;*Bez*;25697;02.18.044;02.18.044(1110181082);CIJEV IBERLAUFA MERC.W202/W210 ;;;;;KOM;2,00;3,00;3,90;4,56;;0,00;;D
12892;50;*Bez*;*Bez*;20387;4011558294106;HU815/2X;FILTER ULJA BMW E46 1,8 2001.- E90 2005- ;;;;;KOM;1,00;10,37;17,00;19,89;;0,00;;D
12893;50;*Bez*;*Bez*;20388;4011558293802;HU820X;FILTER ULJA OPEL 1,7DTI/CDTI 2000- ;;;;;KOM;1,00;8,81;13,12;15,35;;0,00;;D
12941;50;*Bez*;*Bez*;21025;8010042170304;ML1703(HU711X);FILTER ULJA FORD MONDEO 2000- ;;;;;KOM;1,00;8,00;11,11;13,00;;0,00;;D
12952;50;*Bez*;*Bez*;21036;2517002;2517002;KRAJNICA MERC.-203(C KL) LX ;;;;;KOM;1,00;36,67;56,41;66,00;;0,00;;D
12962;50;*Bez*;*Bez*;24344;3322937107001;SFK109;OPRUGE PAKNI MERC.W124/201/C-KL ;;;;;KOM;3,00;8,19;12,60;14,74;;0,00;;D
12973;50;*Bez*;*Bez*;24203;5055181518306;EOF078(W840/2);FILTER ULJA TDI ;;;;;KOM;5,00;6,456;10,25;11,99;;0,00;;D
